Fund Name:,SPDR® S&P 500® ETF Trust,,,,,,,,,,
Ticker Symbol:,SPY,,,,,,,,,,
Holdings:,As of 16-Jan-2025,,,,,,,,,,
,,,,,,,,,,,
Name,Ticker,Identifier,SEDOL,Weight,Sector,Shares Held,Local Currency,,,,
"Distributor: State Street Global Advisors Funds Distributors, LLC, member FINRA(http://www.finra.org), SIPC(http://www.sipc.org), an indirect wholly owned subsidiary of State Street Corporation. References to State Street may include State Street Corporation and its affiliates. Certain State Street affiliates provide services and receive fees from the SPDR ETFs. ALPS Distributors, Inc., member FINRA, is the distributor for DIA, MDY and SPY, all unit investment trusts. ALPS Portfolio Solutions Distributor, Inc., member FINRA, is the distributor for Select Sector SPDRs. ALPS Distributors, Inc. and ALPS Portfolio Solutions Distributor, Inc. are not affiliated with State Street Global Advisors Funds Distributors, LLC.

State Street Global Advisors Funds Distributors, LLC is the distributor for some registered products on behalf of the adviser. SSGA Funds Management has retained Blackstone Liquid Credit Strategies LLC, Nuveen Asset Management, DoubleLine Capital LP, Loomis Sayles and Galaxy Digital Capital Management LP as the sub-adviser. State Street Global Advisors Funds Distributors, LLC is not affiliated with Blackstone Liquid Credit Strategies LLC DoubleLine Capital LP, Nuveen Asset Management, Loomis Sayles or Galaxy Digital Capital Management LP.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Before investing, consider the funds’ investment objectives, risks, charges and expenses. To obtain a prospectus or summary prospectus, this contains this and other information, call 1-866-787-2257 or visit www.ssga.com. Read it carefully.

Not FDIC Insured * No Bank Guarantee * May Lose Value

© 2024 State Street Corporation - All Rights Reserved.
State Street Global Advisors Funds Distributors, LLC, One Iron Street, Boston, MA 02210

4503082.6.4.AM.RTL
Expiration: 01/31/2025
SPD003614",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
